Age,Age_Group,Gender,Education_Label,Department,MonthlyIncome,JobLevel,YearsAtCompany,OverTime,Attrition,Attrition_Binary,AI_Risk_Score_LR,AI_Risk_Score_RF,AI_Flag_LR,AI_Flag_RF
42,36-45,Male,Below College,Sales,4907,2,20,0,No,0,0.010009596102609907,0.0,0,0
29,26-35,Male,College,Sales,4554,2,10,0,No,0,0.06941560766295767,0.02,0,0
55,46-60,Male,College,Research & Development,5415,2,10,1,No,0,0.11035579439677279,0.1,0,0
26,26-35,Male,College,Research & Development,4741,2,5,1,No,0,0.7140812299370809,0.05,1,0
37,36-45,Female,Bachelor,Research & Development,2115,1,17,0,No,0,0.009027469968914667,0.08,0,0
44,36-45,Male,Bachelor,Research & Development,3161,1,1,1,Yes,1,0.29721921415831976,0.69,0,1
38,36-45,Male,Master,Research & Development,5745,2,2,0,No,0,0.13766263103369988,0.02,0,0
26,26-35,Male,Master,Research & Development,2373,1,3,1,Yes,1,0.7536466942641018,0.91,1,1
28,26-35,Female,College,Research & Development,3310,1,5,0,No,0,0.04487837291069651,0.03,0,0
49,46-60,Female,Master,Research & Development,18665,5,3,1,No,0,0.20568000970877395,0.02,0,0
36,36-45,Male,Bachelor,Research & Development,4485,2,8,0,No,0,0.16233421953699947,0.04,0,0
31,26-35,Female,Bachelor,Sales,2789,1,2,0,No,0,0.1032374830825066,0.29,0,0
26,26-35,Male,Master,Sales,5828,2,8,1,Yes,1,0.16429354531869306,0.27,0,0
37,36-45,Male,Bachelor,Research & Development,2326,1,4,1,No,0,0.38668123848848857,0.19,0,0
42,36-45,Female,Bachelor,Sales,13525,4,20,0,No,0,0.07241307026460707,0.04,0,0
18,,Male,Bachelor,Research & Development,1420,1,0,0,Yes,1,0.23638633157855315,0.77,0,1
35,26-35,Male,Bachelor,Sales,8020,3,11,0,No,0,0.061994089489830435,0.01,0,0
36,36-45,Male,Master,Research & Development,3688,1,1,0,No,0,0.14086080366467055,0.0,0,0
51,46-60,Male,Bachelor,Research & Development,5482,2,4,0,No,0,0.03546886992373674,0.01,0,0
41,36-45,Male,Master,Sales,16015,4,22,0,No,0,0.010798051180187538,0.03,0,0
18,,Female,Bachelor,Sales,1200,1,0,0,No,0,0.1907372999597173,0.65,0,1
28,26-35,Male,College,Research & Development,5661,2,8,0,No,0,0.2281570881977688,0.01,0,0
31,26-35,Male,Bachelor,Sales,6929,2,8,0,No,0,0.1079087618228927,0.05,0,0
39,36-45,Male,Bachelor,Research & Development,9613,3,18,0,No,0,0.011464613238274893,0.01,0,0
36,36-45,Female,Master,Research & Development,5674,2,9,0,No,0,0.20501366583014022,0.02,0,0
32,26-35,Male,Bachelor,Sales,5484,2,13,0,No,0,0.041907565149004206,0.01,0,0
38,36-45,Female,College,Research & Development,12061,3,10,0,No,0,0.09200666697974498,0.05,0,0
58,46-60,Male,Master,Research & Development,5660,2,5,1,No,0,0.049886091742342716,0.04,0,0
31,26-35,Male,Master,Research & Development,4821,1,5,1,No,0,0.20850723449527675,0.03,0,0
31,26-35,Male,Bachelor,Human Resources,6410,2,2,0,No,0,0.27925407738385893,0.15,0,0
45,36-45,Male,Bachelor,Research & Development,5210,3,24,0,No,0,0.06639099686465609,0.01,0,0
31,26-35,Male,Master,Research & Development,2695,1,2,1,No,0,0.338550353531593,0.07,0,0
33,26-35,Female,Master,Research & Development,11878,3,10,0,No,0,0.06982132598872565,0.03,0,0
39,36-45,Male,Below College,Research & Development,17068,4,21,1,No,0,0.12974067678167817,0.02,0,0
43,36-45,Female,Master,Research & Development,2455,1,8,0,No,0,0.01563996198492019,0.02,0,0
49,46-60,Female,College,Research & Development,13964,4,7,1,No,0,0.10142166629787584,0.02,0,0
52,46-60,Male,Master,Research & Development,4941,2,8,0,Yes,1,0.061926188384055045,0.66,0,1
27,26-35,Female,Bachelor,Research & Development,2478,1,4,1,No,0,0.4890865004008628,0.42,0,0
32,26-35,Female,College,Sales,5228,2,13,1,No,0,0.15180340473874185,0.02,0,0
27,26-35,Male,Bachelor,Sales,4478,2,5,1,No,0,0.23279053877029052,0.08,0,0
31,26-35,Male,Bachelor,Sales,7547,2,7,0,No,0,0.032513370771531026,0.03,0,0
32,26-35,Female,Master,Research & Development,5055,2,7,0,No,0,0.181510910395368,0.07,0,0
28,26-35,Male,Master,Research & Development,3464,1,3,1,Yes,1,0.6342144775110954,0.8,1,1
30,26-35,Female,College,Research & Development,5775,2,10,0,No,0,0.044650246145687876,0.04,0,0
31,26-35,Female,College,Research & Development,8943,3,10,0,No,0,0.029500846461398174,0.04,0,0
39,36-45,Male,College,Research & Development,19272,5,21,0,No,0,0.011859016765726548,0.04,0,0
39,36-45,Female,College,Sales,5238,2,1,1,Yes,1,0.19514591300717457,0.66,0,1
33,26-35,Male,Bachelor,Sales,4682,2,7,0,No,0,0.081790532372843,0.02,0,0
47,46-60,Male,Doctor,Research & Development,18300,5,3,0,No,0,0.013553982641884925,0.02,0,0
43,36-45,Female,Master,Research & Development,5257,2,9,0,No,0,0.02254110089394177,0.03,0,0
27,26-35,Male,Below College,Sales,6349,2,5,1,No,0,0.33316208702995004,0.03,0,0
54,46-60,Female,Master,Research & Development,4869,2,4,0,No,0,0.02067135071493371,0.01,0,0
43,36-45,Female,Bachelor,Research & Development,9985,3,1,0,No,0,0.21593429184863402,0.04,0,0
45,36-45,Male,Master,Research & Development,3697,2,10,0,No,0,0.03777189739031857,0.01,0,0
40,36-45,Male,College,Sales,7457,2,4,1,No,0,0.22226030550319276,0.02,0,0
29,26-35,Male,Master,Research & Development,2119,1,7,1,Yes,1,0.5506305601136948,0.76,1,1
29,26-35,Male,Doctor,Research & Development,3983,1,3,0,No,0,0.10712486881477026,0.05,0,0
30,26-35,Female,Bachelor,Sales,6118,2,10,0,No,0,0.02742251175284949,0.0,0,0
27,26-35,Female,Master,Sales,6214,2,8,0,No,0,0.101418730090427,0.06,0,0
37,36-45,Male,College,Research & Development,6347,2,6,0,No,0,0.10131798459087303,0.07,0,0
38,36-45,Male,College,Research & Development,11510,3,11,1,No,0,0.07129591537675287,0.0,0,0
31,26-35,Female,Master,Research & Development,7143,3,11,1,No,0,0.14926319735715998,0.04,0,0
29,26-35,Female,Below College,Sales,8268,2,7,1,No,0,0.19574469804671965,0.05,0,0
35,26-35,Male,Master,Research & Development,8095,3,16,0,No,0,0.03901801633075185,0.0,0,0
23,18-25,Male,Below College,Research & Development,2904,1,4,0,No,0,0.26509949071247685,0.2,0,0
41,36-45,Male,Bachelor,Research & Development,6032,2,5,1,No,0,0.26790023828935033,0.03,0,0
47,46-60,Male,Below College,Sales,2976,2,0,0,No,0,0.07844997549752322,0.07,0,0
42,36-45,Female,Doctor,Research & Development,15992,4,1,0,No,0,0.0635666400164873,0.04,0,0
29,26-35,Male,Bachelor,Sales,4649,2,4,0,No,0,0.08163669169368948,0.0,0,0
42,36-45,Male,Below College,Human Resources,2696,1,3,1,No,0,0.16099864626572047,0.05,0,0
32,26-35,Female,Bachelor,Research & Development,2370,1,8,0,No,0,0.11248147742171886,0.02,0,0
48,46-60,Female,Below College,Sales,12504,3,0,0,No,0,0.1394326494991853,0.12,0,0
37,36-45,Male,Bachelor,Research & Development,5974,2,7,1,No,0,0.2987685977762237,0.04,0,0
30,26-35,Female,College,Sales,4736,2,2,1,No,0,0.5116504931434996,0.1,1,0
26,26-35,Male,Bachelor,Sales,5296,2,8,0,No,0,0.05631322792990828,0.02,0,0
42,36-45,Male,Master,Research & Development,6781,2,1,0,No,0,0.045462553041205625,0.03,0,0
21,18-25,Female,Below College,Sales,2174,1,3,1,Yes,1,0.6550731388066438,0.46,1,0
36,36-45,Female,Doctor,Sales,6653,2,1,0,No,0,0.034141404513188256,0.03,0,0
36,36-45,Male,Master,Sales,9699,3,13,0,No,0,0.05695733695917783,0.08,0,0
57,46-60,Male,Master,Research & Development,6755,2,3,0,No,0,0.010752646679227342,0.02,0,0
40,36-45,Female,Master,Research & Development,2213,1,7,1,No,0,0.12637153719367436,0.18,0,0
21,18-25,Male,College,Sales,2610,1,3,0,No,0,0.2721027516968802,0.08,0,0
33,26-35,Female,Bachelor,Sales,2851,1,1,1,Yes,1,0.27101627580780063,0.77,0,1
37,36-45,Female,Bachelor,Research & Development,3452,1,5,0,No,0,0.10600933912500911,0.06,0,0
46,46-60,Female,Master,Research & Development,5258,2,1,0,No,0,0.036129403345907675,0.02,0,0
41,36-45,Male,Bachelor,Sales,9355,2,8,0,Yes,1,0.058703567468777744,0.64,0,1
50,46-60,Male,Bachelor,Research & Development,10496,3,4,0,No,0,0.016257701375642957,0.06,0,0
40,36-45,Male,College,Sales,6380,2,6,1,Yes,1,0.24697270383486383,0.65,0,1
31,26-35,Male,Master,Research & Development,2657,1,2,1,No,0,0.35314961720571103,0.11,0,0
21,18-25,Female,Bachelor,Sales,2716,1,1,0,Yes,1,0.29614962940026385,0.81,0,1
29,26-35,Male,Bachelor,Research & Development,2201,1,3,0,No,0,0.23739681806624283,0.1,0,0
35,26-35,Male,Master,Research & Development,6540,2,1,0,No,0,0.19714765278995355,0.18,0,0
27,26-35,Male,College,Research & Development,3816,1,5,0,No,0,0.10655121556260447,0.05,0,0
28,26-35,Male,Master,Sales,5253,2,7,0,No,0,0.09911423420411208,0.03,0,0
49,46-60,Male,Bachelor,Research & Development,10965,3,5,0,No,0,0.041035478134529575,0.03,0,0
51,46-60,Female,College,Sales,4936,2,7,0,No,0,0.0225187367121673,0.01,0,0
36,36-45,Female,Bachelor,Research & Development,2543,1,2,0,No,0,0.05888311557817612,0.02,0,0
34,26-35,Male,Bachelor,Sales,5304,2,5,1,Yes,1,0.7544277660399206,0.72,1,1
55,46-60,Female,Bachelor,Research & Development,16659,4,5,1,No,0,0.012939728329254687,0.01,0,0
24,18-25,Female,Master,Sales,4260,2,5,1,No,0,0.2770598594530422,0.06,0,0
30,26-35,Male,Below College,Sales,2476,1,1,0,No,0,0.14800736657154068,0.1,0,0
26,26-35,Male,Below College,Research & Development,3102,1,6,0,Yes,1,0.12316414713935883,0.07,0,0
22,18-25,Female,Bachelor,Research & Development,2244,1,2,0,No,0,0.41321925882608007,0.19,0,0
36,36-45,Male,College,Sales,7596,3,10,0,No,0,0.04181823528804893,0.0,0,0
30,26-35,Male,Bachelor,Research & Development,2285,1,1,1,Yes,1,0.5495530451065159,0.83,1,1
37,36-45,Female,Bachelor,Research & Development,3034,1,18,0,No,0,0.07658853987537297,0.02,0,0
40,36-45,Female,College,Sales,5715,2,5,0,No,0,0.06593752322967389,0.01,0,0
42,36-45,Female,Master,Research & Development,2576,1,5,0,No,0,0.10947751874636533,0.02,0,0
37,36-45,Male,Master,Research & Development,4197,2,1,1,No,0,0.3426119962967198,0.07,0,0
43,36-45,Male,Bachelor,Research & Development,14336,4,25,0,No,0,0.0432530504809569,0.05,0,0
40,36-45,Female,Bachelor,Research & Development,3448,2,1,0,No,0,0.06453380852172037,0.03,0,0
54,46-60,Male,College,Research & Development,19406,5,4,0,No,0,0.04966762317061478,0.02,0,0
34,26-35,Female,Master,Sales,6538,2,3,0,No,0,0.16846891183537124,0.03,0,0
31,26-35,Female,College,Research & Development,4306,2,13,0,No,0,0.13416251333512202,0.11,0,0
43,36-45,Male,Bachelor,Research & Development,2258,1,3,0,No,0,0.09512228453756742,0.03,0,0
43,36-45,Female,Master,Research & Development,4522,2,5,1,No,0,0.24213060339022335,0.02,0,0
25,18-25,Female,College,Sales,4487,2,5,1,No,0,0.3182715743273461,0.16,0,0
37,36-45,Female,Doctor,Research & Development,4449,2,13,1,No,0,0.255122804378558,0.04,0,0
31,26-35,Male,College,Research & Development,2218,1,4,0,No,0,0.11566300648136464,0.05,0,0
39,36-45,Male,Below College,Research & Development,19197,5,21,1,No,0,0.08379768005163181,0.07,0,0
56,46-60,Female,Bachelor,Sales,13212,4,7,0,No,0,0.02377776532695749,0.04,0,0
30,26-35,Female,Bachelor,Sales,6577,2,5,0,No,0,0.08073731051151083,0.04,0,0
41,36-45,Male,Bachelor,Sales,8392,3,10,0,No,0,0.06459772540445324,0.08,0,0
28,26-35,Male,College,Research & Development,4558,2,10,0,No,0,0.2959745208128553,0.02,0,0
25,18-25,Male,Bachelor,Research & Development,4031,1,2,0,Yes,1,0.41643748891812515,0.75,0,1
52,46-60,Male,Bachelor,Research & Development,7969,3,5,1,No,0,0.022795608679187698,0.16,0,0
45,36-45,Male,College,Research & Development,2654,1,2,0,No,0,0.1057377190453381,0.06,0,0
52,46-60,Female,College,Research & Development,16555,4,5,0,No,0,0.005511996174033741,0.0,0,0
42,36-45,Female,College,Research & Development,4556,2,5,0,No,0,0.09585771960303795,0.08,0,0
30,26-35,Female,Bachelor,Research & Development,6091,2,5,0,No,0,0.03676011050310694,0.01,0,0
60,46-60,Female,Bachelor,Research & Development,19566,5,29,0,No,0,0.041866654644081264,0.06,0,0
46,46-60,Female,Bachelor,Research & Development,4810,2,10,0,No,0,0.02760710947651021,0.01,0,0
42,36-45,Female,Master,Research & Development,4523,2,6,0,No,0,0.02221039556593835,0.03,0,0
24,18-25,Female,Below College,Sales,3202,1,5,1,Yes,1,0.5239290503295099,0.73,1,1
34,26-35,Female,College,Sales,2351,1,2,0,Yes,1,0.060246678106144126,0.68,0,1
38,36-45,Male,College,Research & Development,1702,1,1,1,No,0,0.15468539807855325,0.18,0,0
40,36-45,Female,Master,Sales,18041,5,20,0,No,0,0.005114067924113129,0.0,0,0
26,26-35,Female,Bachelor,Research & Development,2886,1,3,0,No,0,0.35190313612180946,0.07,0,0
30,26-35,Male,Bachelor,Research & Development,2097,1,5,0,No,0,0.14621846115024406,0.08,0,0
29,26-35,Male,Master,Research & Development,11935,3,10,0,No,0,0.09872537179071446,0.02,0,0
29,26-35,Female,Doctor,Research & Development,2546,1,2,0,Yes,1,0.24572756882578076,0.74,0,1
19,18-25,Male,College,Human Resources,2564,1,1,0,Yes,1,0.22308132308419384,0.78,0,1
30,26-35,Female,Master,Sales,8412,3,9,0,No,0,0.0977766227018346,0.07,0,0
57,46-60,Male,Bachelor,Sales,14118,4,1,0,No,0,0.030365615372007812,0.03,0,0
50,46-60,Male,Master,Research & Development,17046,4,27,0,No,0,0.019330840289587484,0.01,0,0
30,26-35,Female,Bachelor,Research & Development,2564,1,11,0,No,0,0.03962264731759868,0.03,0,0
60,46-60,Female,Bachelor,Sales,10266,3,18,0,No,0,0.011337947775273471,0.06,0,0
47,46-60,Female,College,Research & Development,5070,2,5,0,No,0,0.05645672075390098,0.02,0,0
46,46-60,Male,Bachelor,Research & Development,17861,4,3,0,No,0,0.06749062711534567,0.04,0,0
35,26-35,Male,Bachelor,Research & Development,4230,1,5,0,No,0,0.06425284409687268,0.02,0,0
54,46-60,Female,Master,Research & Development,3780,2,1,0,No,0,0.04034353934531035,0.03,0,0
34,26-35,Male,Master,Research & Development,2768,1,7,0,No,0,0.04805701187440954,0.0,0,0
46,46-60,Female,Bachelor,Sales,9071,3,3,1,No,0,0.07191937079065057,0.0,0,0
31,26-35,Male,Below College,Research & Development,10648,3,13,0,No,0,0.027734793400442787,0.01,0,0
33,26-35,Male,Below College,Research & Development,13610,3,7,1,Yes,1,0.3274106317898598,0.6,0,1
33,26-35,Male,Below College,Research & Development,3408,1,4,0,Yes,1,0.2572134756439004,0.65,0,1
30,26-35,Male,Below College,Sales,2983,1,3,0,No,0,0.08621321653002727,0.01,0,0
35,26-35,Male,Bachelor,Research & Development,7632,3,8,1,No,0,0.22555594029286113,0.06,0,0
31,26-35,Male,Bachelor,Research & Development,9824,3,1,0,Yes,1,0.24352225696975194,0.81,0,1
34,26-35,Female,Bachelor,Human Resources,9950,3,3,1,Yes,1,0.7614087036750153,0.72,1,1
42,36-45,Male,College,Research & Development,2093,1,2,0,No,0,0.08908575932479719,0.03,0,0
36,36-45,Male,Master,Sales,9980,3,10,0,No,0,0.08559316943013703,0.03,0,0
22,18-25,Male,Below College,Research & Development,3894,1,2,0,Yes,1,0.21097544688354114,0.65,0,1
48,46-60,Female,Doctor,Sales,4051,2,9,0,No,0,0.018687673667166328,0.02,0,0
55,46-60,Female,Doctor,Sales,16835,4,10,0,No,0,0.008819629970638185,0.01,0,0
41,36-45,Male,College,Sales,6230,2,14,0,No,0,0.05837663322644636,0.0,0,0
35,26-35,Male,Bachelor,Sales,4717,2,11,0,No,0,0.12379908436247383,0.06,0,0
40,36-45,Female,Bachelor,Research & Development,13237,4,20,0,No,0,0.06562075527375082,0.04,0,0
39,36-45,Female,Below College,Research & Development,3755,1,8,0,No,0,0.055151223545917234,0.06,0,0
31,26-35,Male,Below College,Sales,6582,2,6,1,No,0,0.22792410245171454,0.08,0,0
42,36-45,Male,Bachelor,Research & Development,7406,3,10,1,No,0,0.20054705265202638,0.06,0,0
45,36-45,Male,Bachelor,Sales,4805,2,8,0,No,0,0.01256438402235143,0.0,0,0
26,26-35,Female,Master,Human Resources,2741,1,7,1,Yes,1,0.44509576962349356,0.68,0,1
29,26-35,Male,Bachelor,Research & Development,4262,2,3,0,No,0,0.08752623762883951,0.02,0,0
33,26-35,Female,Doctor,Research & Development,16184,4,6,0,No,0,0.11700405489469654,0.08,0,0
31,26-35,Male,Bachelor,Sales,11557,3,5,0,No,0,0.13702164748068915,0.07,0,0
18,,Male,Bachelor,Sales,1878,1,0,1,Yes,1,0.7220574478958025,0.93,1,1
40,36-45,Male,Bachelor,Sales,10932,3,1,0,No,0,0.12035215554287257,0.08,0,0
41,36-45,Female,Master,Research & Development,6811,2,8,1,No,0,0.18229011487813332,0.09,0,0
26,26-35,Male,College,Sales,4306,2,0,0,No,0,0.47552151029845724,0.12,0,0
35,26-35,Female,Bachelor,Sales,4859,2,5,0,No,0,0.09117349649335811,0.04,0,0
34,26-35,Male,Master,Sales,5337,2,10,0,No,0,0.03962790263347091,0.0,0,0
26,26-35,Male,Bachelor,Research & Development,2340,1,1,1,Yes,1,0.6653570957079399,0.95,1,1
37,36-45,Female,Bachelor,Research & Development,7491,3,6,0,No,0,0.030348788812045217,0.06,0,0
46,46-60,Female,Below College,Research & Development,10527,3,2,0,No,0,0.06680024684571716,0.21,0,0
41,36-45,Female,Doctor,Sales,16595,4,18,0,No,0,0.029437913966844767,0.02,0,0
37,36-45,Male,Master,Sales,8834,3,9,0,No,0,0.10684225855468851,0.07,0,0
52,46-60,Male,College,Research & Development,5577,2,10,1,No,0,0.07180002473725047,0.03,0,0
32,26-35,Male,Master,Sales,4707,2,4,0,Yes,1,0.1985721002435153,0.66,0,1
24,18-25,Male,Bachelor,Sales,2400,1,2,0,No,0,0.11530845352743212,0.06,0,0
38,36-45,Female,Bachelor,Research & Development,9824,2,1,0,No,0,0.03534784850591297,0.13,0,0
37,36-45,Female,Master,Research & Development,6447,2,6,0,No,0,0.1772010871391173,0.04,0,0
49,46-60,Male,Master,Research & Development,19502,5,31,1,No,0,0.02875903612524406,0.02,0,0
24,18-25,Male,Bachelor,Research & Development,2725,1,6,1,No,0,0.49974355161259265,0.53,0,1
26,26-35,Male,College,Sales,6272,2,5,0,No,0,0.266557245557433,0.12,0,0
24,18-25,Male,College,Research & Development,2127,1,1,0,No,0,0.2159166528302155,0.66,0,1
50,46-60,Male,Bachelor,Human Resources,18200,5,32,0,No,0,0.033427497042110586,0.11,0,0
25,18-25,Male,Below College,Sales,2096,1,7,0,No,0,0.2095590640244116,0.09,0,0
24,18-25,Female,Bachelor,Research & Development,2886,1,6,1,Yes,1,0.5130118130165288,0.86,1,1
30,26-35,Male,Master,Sales,2033,1,1,0,Yes,1,0.27726717368102,0.87,0,1
34,26-35,Male,College,Research & Development,3622,1,6,1,No,0,0.21233230399084152,0.04,0,0
31,26-35,Male,Master,Sales,4233,2,3,0,Yes,1,0.3985046022420368,0.69,0,1
35,26-35,Male,College,Research & Development,3681,2,3,0,No,0,0.23288246921571013,0.21,0,0
31,26-35,Male,Master,Sales,5460,2,7,0,No,0,0.058007334284445974,0.08,0,0
27,26-35,Female,Master,Research & Development,2187,1,5,0,No,0,0.18648116518545926,0.02,0,0
37,36-45,Male,Bachelor,Sales,9602,2,3,1,No,0,0.19550638923146071,0.1,0,0
20,18-25,Female,Bachelor,Research & Development,2836,1,1,0,No,0,0.1404917972331796,0.22,0,0
42,36-45,Female,Master,Research & Development,4089,2,10,0,No,0,0.029722609009169176,0.01,0,0
43,36-45,Male,Master,Research & Development,16627,4,1,1,No,0,0.14790465536769606,0.02,0,0
38,36-45,Female,Below College,Research & Development,2619,1,0,0,No,0,0.13791013154683066,0.03,0,0
43,36-45,Male,Doctor,Research & Development,5679,2,8,1,No,0,0.11530536602739527,0.01,0,0
48,46-60,Female,Master,Research & Development,15402,4,3,0,No,0,0.05135554504180503,0.03,0,0
44,36-45,Female,Master,Human Resources,5985,2,2,0,No,0,0.07024655957941586,0.04,0,0
34,26-35,Female,Bachelor,Sales,2579,1,8,1,No,0,0.2997079367758659,0.18,0,0
27,26-35,Male,Below College,Sales,3041,1,4,0,Yes,1,0.14565743946095686,0.62,0,1
21,18-25,Male,Below College,Sales,3447,1,3,0,No,0,0.26157032581868,0.12,0,0
44,36-45,Male,Master,Research & Development,19513,5,2,1,No,0,0.024340300357172794,0.07,0,0
22,18-25,Male,Below College,Research & Development,2773,1,2,0,No,0,0.2193179503362171,0.01,0,0
33,26-35,Male,Master,Sales,7104,2,5,0,No,0,0.08973832427779474,0.02,0,0
32,26-35,Female,Master,Research & Development,6322,2,6,1,No,0,0.4214319335199634,0.05,0,0
30,26-35,Female,Bachelor,Research & Development,2083,1,1,0,No,0,0.1069104180351742,0.17,0,0
53,46-60,Female,Below College,Sales,8381,2,14,0,No,0,0.019117170973067876,0.01,0,0
34,26-35,Male,Doctor,Research & Development,2691,1,10,0,No,0,0.04804201640586726,0.0,0,0
45,36-45,Female,Master,Sales,4286,2,1,0,Yes,1,0.2562064246460125,0.64,0,1
26,26-35,Female,Bachelor,Research & Development,2659,1,3,1,No,0,0.31556817161852185,0.18,0,0
37,36-45,Male,Bachelor,Research & Development,9434,3,10,0,No,0,0.03230860799586156,0.04,0,0
29,26-35,Female,College,Sales,5561,2,6,0,No,0,0.1568090488423286,0.03,0,0
35,26-35,Male,Master,Research & Development,6646,2,17,0,No,0,0.026461572109680215,0.0,0,0
33,26-35,Male,Bachelor,Research & Development,7725,2,13,0,No,0,0.04050284545544921,0.03,0,0
54,46-60,Male,Master,Human Resources,10725,3,9,0,No,0,0.018957404140712793,0.03,0,0
36,36-45,Male,College,Research & Development,8847,2,3,1,No,0,0.34576311715108826,0.06,0,0
27,26-35,Male,Master,Research & Development,2045,1,4,0,No,0,0.17034642549947265,0.01,0,0
20,18-25,Male,Below College,Research & Development,1009,1,1,1,Yes,1,0.47686148306966253,0.87,0,1
33,26-35,Male,Bachelor,Research & Development,3348,1,10,1,Yes,1,0.43770286819895,0.31,0,0
35,26-35,Male,Bachelor,Research & Development,1281,1,1,0,No,0,0.09815144740433347,0.05,0,0
23,18-25,Male,Bachelor,Research & Development,2819,1,3,0,No,0,0.3194740346935327,0.13,0,0
25,18-25,Male,Bachelor,Sales,4851,2,3,0,No,0,0.08918617727216402,0.0,0,0
38,36-45,Female,Master,Sales,4028,2,7,0,No,0,0.014752760337791862,0.01,0,0
29,26-35,Male,Master,Research & Development,2720,1,10,0,No,0,0.047677074865639164,0.02,0,0
48,46-60,Male,Below College,Sales,8120,2,2,0,No,0,0.05356740116902485,0.02,0,0
27,26-35,Female,Below College,Sales,4647,2,6,1,No,0,0.12622013919146677,0.01,0,0
37,36-45,Male,College,Research & Development,4680,1,1,0,No,0,0.06436175056493071,0.03,0,0
50,46-60,Male,Below College,Research & Development,3221,1,20,1,No,0,0.10167902009524722,0.08,0,0
34,26-35,Female,Bachelor,Research & Development,8621,3,8,0,No,0,0.02614593666469002,0.02,0,0
24,18-25,Female,College,Sales,4577,2,2,0,Yes,1,0.4435301799516154,0.15,0,0
39,36-45,Female,Master,Research & Development,4553,2,20,0,No,0,0.01677620519804716,0.02,0,0
32,26-35,Male,Bachelor,Sales,5396,2,10,0,No,0,0.044017328415127135,0.02,0,0
50,46-60,Male,College,Sales,6796,2,4,1,Yes,1,0.12107819381740403,0.64,0,1
38,36-45,Female,Master,Research & Development,7625,2,9,0,No,0,0.02842642681590248,0.0,0,0
27,26-35,Female,College,Research & Development,7412,3,9,0,No,0,0.08310960806645082,0.12,0,0
32,26-35,Female,College,Research & Development,11159,3,7,0,No,0,0.023011477119272258,0.02,0,0
47,46-60,Male,Master,Sales,4960,2,7,0,No,0,0.02697246839188909,0.02,0,0
40,36-45,Male,Master,Sales,10475,3,18,1,No,0,0.10287268145255578,0.03,0,0
53,46-60,Male,Bachelor,Research & Development,14814,4,5,0,No,0,0.00803232219610201,0.0,0,0
41,36-45,Male,Master,Human Resources,19141,5,21,0,No,0,0.03921871495772231,0.01,0,0
60,46-60,Male,Master,Sales,5405,2,2,0,No,0,0.22015382024769434,0.04,0,0
27,26-35,Male,College,Research & Development,8793,3,9,0,No,0,0.0899115832824775,0.02,0,0
41,36-45,Male,Bachelor,Human Resources,19189,5,22,0,No,0,0.010209162826888727,0.04,0,0
50,46-60,Male,Master,Sales,3875,1,2,0,No,0,0.09214458845633895,0.01,0,0
28,26-35,Female,College,Research & Development,2216,1,7,1,Yes,1,0.5844515361539967,0.8,1,1
36,36-45,Female,Bachelor,Research & Development,11713,3,8,0,No,0,0.2853799518281129,0.08,0,0
38,36-45,Female,Bachelor,Research & Development,7861,3,1,1,No,0,0.16210081594108622,0.06,0,0
44,36-45,Male,Bachelor,Research & Development,3708,1,5,0,No,0,0.14661569565152216,0.2,0,0
47,46-60,Female,Bachelor,Sales,13770,4,22,1,No,0,0.19231974417117786,0.06,0,0
30,26-35,Male,Doctor,Sales,5304,2,8,0,No,0,0.1993996865588994,0.04,0,0
29,26-35,Male,Bachelor,Sales,2642,1,1,0,No,0,0.1414887965112237,0.15,0,0
42,36-45,Male,Bachelor,Research & Development,2759,1,2,1,Yes,1,0.454899090672397,0.26,0,0
43,36-45,Male,Bachelor,Sales,6804,2,2,0,No,0,0.031022883563977047,0.02,0,0
34,26-35,Female,College,Research & Development,6142,2,5,0,No,0,0.12882775827045292,0.01,0,0
23,18-25,Male,Below College,Research & Development,2500,1,4,0,No,0,0.2519660455763967,0.01,0,0
39,36-45,Female,Bachelor,Human Resources,6389,2,8,0,No,0,0.23043920799707077,0.15,0,0
56,46-60,Male,Bachelor,Research & Development,11103,4,10,0,No,0,0.014410127347649057,0.07,0,0
40,36-45,Female,Below College,Research & Development,2342,1,4,1,No,0,0.11504470705823741,0.06,0,0
27,26-35,Female,Bachelor,Research & Development,6811,2,7,0,No,0,0.2865436558785772,0.1,0,0
29,26-35,Male,Bachelor,Sales,2297,1,2,0,No,0,0.13202499014792063,0.12,0,0
53,46-60,Male,Bachelor,Research & Development,2450,2,2,0,No,0,0.008336180914327128,0.03,0,0
35,26-35,Female,Master,Research & Development,5093,2,1,0,No,0,0.04528334638833967,0.09,0,0
32,26-35,Male,Master,Research & Development,5309,2,10,0,No,0,0.12059192935377509,0.08,0,0
38,36-45,Male,Doctor,Research & Development,3057,1,1,1,No,0,0.5181948090571866,0.37,1,0
34,26-35,Female,Doctor,Research & Development,5121,2,0,0,No,0,0.21665275600875558,0.02,0,0
52,46-60,Male,Master,Sales,16856,4,34,0,No,0,0.012552328903618829,0.01,0,0
33,26-35,Male,Master,Research & Development,2686,1,10,1,Yes,1,0.11208515795376041,0.15,0,0
25,18-25,Female,Below College,Sales,6180,2,6,0,No,0,0.10385472265153295,0.07,0,0
45,36-45,Male,College,Sales,6632,2,8,0,No,0,0.026601195678730368,0.0,0,0
23,18-25,Male,Below College,Research & Development,3505,1,2,0,No,0,0.2733679468957118,0.15,0,0
